Date,Demand,DayOfWeek,DayOfMonth,Month,Quarter,WeekOfYear,IsWeekend,Lag_1,Lag_7,Lag_14,Lag_28,Rolling_Mean_7,Rolling_Mean_14,Rolling_Mean_28,Demand_Change_1,Demand_Change_7,Short_Long_Ratio,Recent_Trend
2010-06-09,408,2,9,6,2,23,0,172.0,146.0,171.0,169.0,217.42857142857142,163.5,154.96428571428572,26.0,1.0,1.3940920540416761,62.464285714285694
2010-06-10,52,3,10,6,2,23,0,408.0,316.0,296.0,121.0,254.85714285714286,180.42857142857142,163.5,92.0,112.0,1.5492835432045158,91.35714285714286
2010-06-11,176,4,11,6,2,23,0,52.0,103.0,98.0,26.0,217.14285714285714,163.0,161.03571428571428,-51.0,-46.0,1.3400925721842627,56.10714285714286
2010-06-12,0,5,12,6,2,23,1,176.0,0.0,0.0,0.0,227.57142857142858,168.57142857142858,166.39285714285714,176.0,176.0,1.3595050138681462,61.178571428571445
2010-06-13,103,6,13,6,2,23,1,0.0,240.0,171.0,36.0,227.57142857142858,168.57142857142858,166.39285714285714,-240.0,-171.0,1.3595050138681462,61.178571428571445
2010-06-14,29,0,14,6,2,24,0,103.0,545.0,0.0,108.0,208.0,163.71428571428572,168.78571428571428,-442.0,103.0,1.2250736222128735,39.21428571428572
2010-06-15,462,1,15,6,2,24,0,29.0,172.0,31.0,121.0,134.28571428571428,165.78571428571428,165.96428571428572,-143.0,-2.0,0.8042780748663101,-31.678571428571445
2010-06-16,171,2,16,6,2,24,0,462.0,408.0,146.0,78.0,175.71428571428572,196.57142857142858,178.14285714285714,54.0,316.0,0.9808612440191389,-2.4285714285714164
2010-06-17,26,3,17,6,2,24,0,171.0,52.0,316.0,364.0,141.85714285714286,198.35714285714286,181.46428571428572,119.0,-145.0,0.7774515560775103,-39.60714285714286
2010-06-18,27,4,18,6,2,24,0,26.0,176.0,103.0,28.0,138.14285714285714,177.64285714285714,169.39285714285714,-150.0,-77.0,0.8107315028295955,-31.25
2010-06-19,0,5,19,6,2,24,1,27.0,0.0,0.0,0.0,116.85714285714286,172.21428571428572,169.35714285714286,27.0,27.0,0.6859538784067086,-52.5
2010-06-20,2,6,20,6,2,24,1,0.0,103.0,240.0,240.0,116.85714285714286,172.21428571428572,169.35714285714286,-103.0,-240.0,0.6859538784067086,-52.5
2010-06-21,62,0,21,6,2,25,0,2.0,29.0,545.0,155.0,102.42857142857143,155.21428571428572,160.85714285714286,-27.0,-543.0,0.6328331862312445,-58.42857142857143
2010-06-22,75,1,22,6,2,25,0,62.0,462.0,172.0,604.0,107.14285714285714,120.71428571428571,157.53571428571428,-400.0,-110.0,0.6758278891642262,-50.39285714285714
2010-06-23,27,2,23,6,2,25,0,75.0,171.0,408.0,171.0,51.857142857142854,113.78571428571429,138.64285714285714,-96.0,-333.0,0.3713554987212276,-86.78571428571428
2010-06-24,90,3,24,6,2,25,0,27.0,26.0,52.0,296.0,31.285714285714285,86.57142857142857,133.5,1.0,-25.0,0.23260754115772703,-102.21428571428572
2010-06-25,201,4,25,6,2,25,0,90.0,27.0,176.0,98.0,40.42857142857143,89.28571428571429,126.14285714285714,63.0,-86.0,0.31797752808988766,-85.71428571428571
2010-06-26,0,5,26,6,2,25,1,201.0,0.0,0.0,0.0,65.28571428571429,91.07142857142857,129.82142857142858,201.0,201.0,0.49904449904449905,-64.53571428571429
2010-06-27,28,6,27,6,2,25,1,0.0,2.0,103.0,171.0,65.28571428571429,91.07142857142857,129.82142857142858,-2.0,-103.0,0.49904449904449905,-64.53571428571429
2010-06-28,460,0,28,6,2,26,0,28.0,62.0,29.0,0.0,69.0,85.71428571428571,124.71428571428571,-34.0,-1.0,0.5488636363636364,-55.71428571428571
2010-06-29,336,1,29,6,2,26,0,460.0,75.0,462.0,31.0,125.85714285714286,116.5,141.14285714285714,385.0,-2.0,0.885427135678392,-15.285714285714278
2010-06-30,391,2,30,6,2,26,0,336.0,27.0,171.0,146.0,163.14285714285714,107.5,152.03571428571428,309.0,165.0,1.0660443407234539,11.107142857142861
2010-07-01,180,3,1,7,3,26,0,391.0,90.0,26.0,316.0,215.14285714285714,123.21428571428571,160.78571428571428,301.0,365.0,1.3298013245033113,54.35714285714286
2010-07-02,82,4,2,7,3,26,0,180.0,201.0,27.0,103.0,228.0,134.21428571428572,155.92857142857142,-21.0,153.0,1.4528903049613109,72.07142857142858
2010-07-03,0,5,3,7,3,26,1,82.0,0.0,0.0,0.0,211.0,138.14285714285714,155.17857142857142,82.0,82.0,1.351017608049394,55.821428571428584
2010-07-04,48,6,4,7,3,26,1,0.0,28.0,2.0,240.0,211.0,138.14285714285714,155.17857142857142,-28.0,-2.0,1.351017608049394,55.821428571428584
2010-07-05,175,0,5,7,3,27,0,48.0,460.0,62.0,545.0,213.85714285714286,141.42857142857142,148.32142857142858,-412.0,-14.0,1.4321932552021046,65.53571428571428
2010-07-06,222,1,6,7,3,27,0,175.0,336.0,75.0,172.0,173.14285714285714,149.5,135.10714285714286,-161.0,100.0,1.2721070585148255,38.03571428571428
2010-07-07,50,2,7,7,3,27,0,222.0,391.0,27.0,408.0,156.85714285714286,160.0,136.89285714285714,-169.0,195.0,1.1375291375291376,19.964285714285722
2010-07-08,99,3,8,7,3,27,0,50.0,180.0,90.0,52.0,108.14285714285714,161.64285714285714,124.10714285714286,-130.0,-40.0,0.8644019411932629,-15.964285714285722
2010-07-09,343,4,9,7,3,27,0,99.0,82.0,201.0,176.0,96.57142857142857,162.28571428571428,125.78571428571429,17.0,-102.0,0.7616901408450704,-29.214285714285722
2010-07-10,0,5,10,7,3,27,1,343.0,0.0,0.0,0.0,133.85714285714286,172.42857142857142,131.75,343.0,343.0,1.008340059187517,2.107142857142861
2010-07-11,248,6,11,7,3,27,1,0.0,48.0,28.0,103.0,133.85714285714286,172.42857142857142,131.75,-48.0,-28.0,1.008340059187517,2.107142857142861
2010-07-12,8,0,12,7,3,28,0,248.0,175.0,460.0,29.0,162.42857142857142,188.14285714285714,136.92857142857142,73.0,-212.0,1.1776281719316417,25.5
2010-07-13,86,1,13,7,3,28,0,8.0,222.0,336.0,462.0,138.57142857142858,155.85714285714286,136.17857142857142,-214.0,-328.0,1.0101536058318148,2.392857142857167
2010-07-14,146,2,14,7,3,28,0,86.0,50.0,391.0,171.0,119.14285714285714,138.0,122.75,36.0,-305.0,0.9627705627705627,-3.607142857142861
2010-07-15,131,3,15,7,3,28,0,146.0,99.0,180.0,26.0,132.85714285714286,120.5,121.85714285714286,47.0,-34.0,1.0813953488372092,11.0
2010-07-16,442,4,16,7,3,28,0,131.0,343.0,82.0,27.0,137.42857142857142,117.0,125.60714285714286,-212.0,49.0,1.0854724964739069,11.821428571428555
2010-07-17,0,5,17,7,3,28,1,442.0,0.0,0.0,0.0,151.57142857142858,142.71428571428572,140.42857142857142,442.0,442.0,1.0717171717171718,11.142857142857167
2010-07-18,34,6,18,7,3,28,1,0.0,248.0,48.0,2.0,151.57142857142858,142.71428571428572,140.42857142857142,-248.0,-48.0,1.0717171717171718,11.142857142857167
2010-07-19,697,0,19,7,3,29,0,34.0,8.0,175.0,62.0,121.0,141.71428571428572,141.57142857142858,26.0,-141.0,0.8486973947895791,-20.571428571428584
2010-07-20,73,1,20,7,3,29,0,697.0,86.0,222.0,75.0,219.42857142857142,179.0,164.25,611.0,475.0,1.3278582234709315,55.178571428571416
2010-07-21,265,2,21,7,3,29,0,73.0,146.0,50.0,27.0,217.57142857142858,168.35714285714286,164.17857142857142,-73.0,23.0,1.3171891891891894,53.39285714285717
2010-07-22,290,3,22,7,3,29,0,265.0,131.0,99.0,90.0,234.57142857142858,183.71428571428572,172.67857142857142,134.0,166.0,1.3506066214271029,61.89285714285717
2010-07-23,97,4,23,7,3,29,0,290.0,442.0,343.0,201.0,257.2857142857143,197.35714285714286,179.82142857142858,-152.0,-53.0,1.4228718151293698,77.4642857142857
2010-07-24,0,5,24,7,3,29,1,97.0,0.0,0.0,0.0,208.0,179.78571428571428,176.10714285714286,97.0,97.0,1.1744303286953015,31.89285714285714
2010-07-25,59,6,25,7,3,29,1,0.0,34.0,248.0,28.0,208.0,179.78571428571428,176.10714285714286,-34.0,-248.0,1.1744303286953015,31.89285714285714
2010-07-26,293,0,26,7,3,30,0,59.0,697.0,8.0,460.0,211.57142857142858,166.28571428571428,177.21428571428572,-638.0,51.0,1.187174348697395,34.35714285714286
2010-07-27,27,1,27,7,3,30,0,293.0,73.0,86.0,336.0,153.85714285714286,186.64285714285714,171.25,220.0,207.0,0.8932199875596102,-17.39285714285714
2010-07-28,216,2,28,7,3,30,0,27.0,265.0,146.0,391.0,147.28571428571428,182.42857142857142,160.21428571428572,-238.0,-119.0,0.9136021267168807,-12.928571428571445
2010-07-29,83,3,29,7,3,30,0,216.0,290.0,131.0,180.0,140.28571428571428,187.42857142857142,153.96428571428572,-74.0,85.0,0.9052777137589305,-13.678571428571445
2010-07-30,96,4,30,7,3,30,0,83.0,97.0,442.0,82.0,110.71428571428571,184.0,150.5,-14.0,-359.0,0.7307873644507308,-39.78571428571429
2010-07-31,0,5,31,7,3,30,1,96.0,0.0,0.0,0.0,110.57142857142857,159.28571428571428,151.0,96.0,96.0,0.7274436090225563,-40.42857142857143
2010-08-01,80,6,1,8,3,30,1,0.0,59.0,34.0,48.0,110.57142857142857,159.28571428571428,151.0,-59.0,-34.0,0.7274436090225563,-40.42857142857143
2010-08-02,49,0,2,8,3,31,0,80.0,293.0,697.0,175.0,113.57142857142857,162.57142857142858,152.14285714285714,-213.0,-617.0,0.7416044776119403,-38.57142857142857
2010-08-03,54,1,3,8,3,31,0,49.0,27.0,73.0,222.0,78.71428571428571,116.28571428571429,147.64285714285714,22.0,-24.0,0.5295530994714079,-68.92857142857143
2010-08-04,25,2,4,8,3,31,0,54.0,216.0,265.0,50.0,82.57142857142857,114.92857142857143,141.64285714285714,-162.0,-211.0,0.5788683024536805,-59.07142857142857
2010-08-05,100,3,5,8,3,31,0,25.0,83.0,290.0,99.0,55.285714285714285,97.78571428571429,140.75,-58.0,-265.0,0.3900226757369614,-85.46428571428572
2010-08-06,99,4,6,8,3,31,0,100.0,96.0,97.0,343.0,57.714285714285715,84.21428571428571,140.78571428571428,4.0,3.0,0.4070528967254408,-83.07142857142856
2010-08-07,0,5,7,8,3,31,1,99.0,0.0,0.0,0.0,58.142857142857146,84.35714285714286,132.07142857142858,99.0,99.0,0.4369296833064949,-73.92857142857144
2010-08-08,2,6,8,8,3,31,1,0.0,80.0,59.0,248.0,58.142857142857146,84.35714285714286,132.07142857142858,-80.0,-59.0,0.4369296833064949,-73.92857142857144
2010-08-09,54,0,9,8,3,32,0,2.0,49.0,293.0,8.0,47.0,80.28571428571429,123.28571428571429,-47.0,-291.0,0.37816091954022985,-76.28571428571429
2010-08-10,75,1,10,8,3,32,0,54.0,54.0,27.0,86.0,47.714285714285715,63.214285714285715,124.92857142857143,0.0,27.0,0.37889960294951786,-77.21428571428572
2010-08-11,49,2,11,8,3,32,0,75.0,25.0,216.0,146.0,50.714285714285715,66.64285714285714,124.53571428571429,50.0,-141.0,0.40398293029871973,-73.82142857142858
2010-08-12,257,3,12,8,3,32,0,49.0,100.0,83.0,131.0,54.142857142857146,54.714285714285715,121.07142857142857,-51.0,-34.0,0.4435342305441779,-66.92857142857142
2010-08-13,404,4,13,8,3,32,0,257.0,99.0,96.0,442.0,76.57142857142857,67.14285714285714,125.57142857142857,158.0,161.0,0.6049661399548533,-49.0
2010-08-14,0,5,14,8,3,32,1,404.0,0.0,0.0,0.0,120.14285714285714,89.14285714285714,124.21428571428571,404.0,404.0,0.959498003422704,-4.071428571428569
2010-08-15,1060,6,15,8,3,32,1,0.0,2.0,80.0,34.0,120.14285714285714,89.14285714285714,124.21428571428571,-2.0,-80.0,0.959498003422704,-4.071428571428569
2010-08-16,24,0,16,8,3,33,0,1060.0,54.0,49.0,697.0,271.2857142857143,159.14285714285714,160.85714285714286,1006.0,1011.0,1.676081200353045,110.42857142857142
2010-08-17,168,1,17,8,3,33,0,24.0,75.0,54.0,73.0,267.0,157.35714285714286,136.82142857142858,-51.0,-30.0,1.9372894532262241,130.17857142857142
2010-08-18,398,2,18,8,3,33,0,168.0,49.0,25.0,265.0,280.2857142857143,165.5,140.21428571428572,119.0,143.0,1.9848254931714717,140.07142857142856
2010-08-19,422,3,19,8,3,33,0,398.0,257.0,100.0,290.0,330.14285714285717,192.14285714285714,144.96428571428572,141.0,298.0,2.261805725471006,185.17857142857144
2010-08-20,627,4,20,8,3,33,0,422.0,404.0,99.0,97.0,353.7142857142857,215.14285714285714,149.67857142857142,18.0,323.0,2.347475705143399,204.0357142857143
2010-08-21,0,5,21,8,3,33,1,627.0,0.0,0.0,0.0,385.57142857142856,252.85714285714286,168.60714285714286,627.0,627.0,2.2733206990945463,216.9642857142857
2010-08-22,218,6,22,8,3,33,1,0.0,1060.0,2.0,59.0,385.57142857142856,252.85714285714286,168.60714285714286,-1060.0,-2.0,2.2733206990945463,216.9642857142857
2010-08-23,49,0,23,8,3,34,0,218.0,24.0,54.0,293.0,265.2857142857143,268.2857142857143,174.28571428571428,194.0,164.0,1.5134474327628362,91.0
2010-08-24,97,1,24,8,3,34,0,49.0,168.0,75.0,27.0,268.85714285714283,267.92857142857144,165.57142857142858,-119.0,-26.0,1.6140651801029158,103.28571428571425
2010-08-25,100,2,25,8,3,34,0,97.0,398.0,49.0,216.0,258.7142857142857,269.5,168.07142857142858,-301.0,48.0,1.530207013096747,90.64285714285714
2010-08-26,126,3,26,8,3,34,0,100.0,422.0,257.0,83.0,216.14285714285714,273.14285714285717,163.92857142857142,-322.0,-157.0,1.310524036379385,52.21428571428572
2010-08-27,25,4,27,8,3,34,0,126.0,627.0,404.0,96.0,173.85714285714286,263.7857142857143,165.46428571428572,-501.0,-278.0,1.0444110705857113,8.392857142857139
2010-08-28,0,5,28,8,3,34,1,25.0,0.0,0.0,0.0,87.85714285714286,236.71428571428572,162.92857142857142,25.0,25.0,0.5359477124183007,-75.07142857142856
2010-08-29,0,6,29,8,3,34,1,0.0,218.0,1060.0,80.0,87.85714285714286,236.71428571428572,162.92857142857142,-218.0,-1060.0,0.5359477124183007,-75.07142857142856
2010-08-30,0,0,30,8,3,35,0,0.0,49.0,24.0,49.0,56.714285714285715,161.0,160.07142857142858,-49.0,-24.0,0.35210643015521065,-103.35714285714286
2010-08-31,182,1,31,8,3,35,0,0.0,97.0,168.0,54.0,49.714285714285715,159.28571428571428,158.32142857142858,-97.0,-168.0,0.3120376597175521,-108.60714285714286
2010-09-01,147,2,1,9,3,35,0,182.0,100.0,398.0,25.0,61.857142857142854,160.28571428571428,162.89285714285714,82.0,-216.0,0.3774242754412726,-101.03571428571428
2010-09-02,255,3,2,9,3,35,0,147.0,126.0,422.0,100.0,68.57142857142857,142.35714285714286,167.25,21.0,-275.0,0.40755678199957546,-98.67857142857143
2010-09-03,172,4,3,9,3,35,0,255.0,25.0,627.0,99.0,87.0,130.42857142857142,172.78571428571428,230.0,-372.0,0.5006165228113441,-85.78571428571428
2010-09-04,0,5,4,9,3,35,1,172.0,0.0,0.0,0.0,108.0,97.92857142857143,175.39285714285714,172.0,172.0,0.6122696902206924,-67.39285714285714
2010-09-05,341,6,5,9,3,35,1,0.0,0.0,218.0,2.0,108.0,97.92857142857143,175.39285714285714,0.0,-218.0,0.6122696902206924,-67.39285714285714
2010-09-06,326,0,6,9,3,36,0,341.0,0.0,49.0,54.0,156.71428571428572,106.71428571428571,187.5,341.0,292.0,0.8313755210306935,-30.785714285714278
2010-09-07,25,1,7,9,3,36,0,326.0,182.0,97.0,75.0,203.28571428571428,126.5,197.21428571428572,144.0,229.0,1.0255855855855855,6.071428571428555
2010-09-08,3,2,8,9,3,36,0,25.0,147.0,100.0,49.0,180.85714285714286,121.35714285714286,195.42857142857142,-122.0,-75.0,0.9207272727272728,-14.571428571428555
2010-09-09,86,3,9,9,3,36,0,3.0,255.0,126.0,257.0,160.28571428571428,114.42857142857143,193.78571428571428,-252.0,-123.0,0.8228822882288229,-33.5
2010-09-10,216,4,10,9,3,36,0,86.0,172.0,25.0,404.0,136.14285714285714,111.57142857142857,187.67857142857142,-86.0,61.0,0.7215597198561424,-51.53571428571428
2010-09-11,0,5,11,9,3,36,1,216.0,0.0,0.0,0.0,142.42857142857142,125.21428571428571,180.96428571428572,216.0,216.0,0.7827281648675171,-38.535714285714306
2010-09-12,31,6,12,9,3,36,1,0.0,341.0,0.0,1060.0,142.42857142857142,125.21428571428571,180.96428571428572,-341.0,0.0,0.7827281648675171,-38.535714285714306
2010-09-13,99,0,13,9,3,37,0,31.0,326.0,0.0,24.0,98.14285714285714,127.42857142857143,144.21428571428572,-295.0,31.0,0.675848499754058,-46.071428571428584
2010-09-14,273,1,14,9,3,37,0,99.0,25.0,182.0,168.0,65.71428571428571,134.5,146.89285714285714,74.0,-83.0,0.44433711663849307,-81.17857142857143
2010-09-15,417,2,15,9,3,37,0,273.0,3.0,147.0,398.0,101.14285714285714,141.0,150.64285714285714,270.0,126.0,0.6669806877060763,-49.5
2010-09-16,72,3,16,9,3,37,0,417.0,86.0,255.0,422.0,160.28571428571428,160.28571428571428,151.32142857142858,331.0,162.0,1.0522860492379835,8.964285714285694
2010-09-17,49,4,17,9,3,37,0,72.0,216.0,172.0,627.0,158.28571428571428,147.21428571428572,138.82142857142858,-144.0,-100.0,1.1320561941251595,19.464285714285694
2010-09-18,0,5,18,9,3,37,1,49.0,0.0,0.0,0.0,134.42857142857142,138.42857142857142,118.17857142857143,49.0,49.0,1.127959244830686,16.249999999999986
2010-09-19,96,6,19,9,3,37,1,0.0,31.0,341.0,218.0,134.42857142857142,138.42857142857142,118.17857142857143,-31.0,-341.0,1.127959244830686,16.249999999999986
2010-09-20,199,0,20,9,3,38,0,96.0,99.0,326.0,49.0,143.71428571428572,120.92857142857143,113.82142857142857,-3.0,-230.0,1.251632970451011,29.892857142857153
2010-09-21,337,1,21,9,3,38,0,199.0,273.0,25.0,97.0,158.0,111.85714285714286,119.17857142857143,-74.0,174.0,1.3147102526002972,38.82142857142857
2010-09-22,27,2,22,9,3,38,0,337.0,417.0,3.0,100.0,167.14285714285714,134.14285714285714,127.75,-80.0,334.0,1.2981969486823854,39.39285714285714
2010-09-23,59,3,23,9,3,38,0,27.0,72.0,86.0,126.0,111.42857142857143,135.85714285714286,125.14285714285714,-45.0,-59.0,0.883352208380521,-13.714285714285708
2010-09-24,171,4,24,9,3,38,0,59.0,49.0,216.0,25.0,109.57142857142857,133.92857142857142,122.75,10.0,-157.0,0.8854256854256854,-13.17857142857143
2010-09-25,0,5,25,9,3,38,1,171.0,0.0,0.0,0.0,127.0,130.71428571428572,127.96428571428571,171.0,171.0,0.9847687621157574,-0.9642857142857082
2010-09-26,247,6,26,9,3,38,1,0.0,96.0,31.0,0.0,127.0,130.71428571428572,127.96428571428571,-96.0,-31.0,0.9847687621157574,-0.9642857142857082
2010-09-27,305,0,27,9,3,39,0,247.0,199.0,99.0,0.0,148.57142857142858,146.14285714285714,136.78571428571428,48.0,148.0,1.0782789009849665,11.785714285714306
2010-09-28,125,1,28,9,3,39,0,305.0,337.0,273.0,182.0,163.71428571428572,160.85714285714286,147.67857142857142,-32.0,32.0,1.1011289935142927,16.035714285714306
2010-09-29,363,2,29,9,3,39,0,125.0,27.0,417.0,147.0,133.42857142857142,150.28571428571428,145.64285714285714,98.0,-292.0,0.9098879688261081,-12.214285714285722
2010-09-30,203,3,30,9,3,39,0,363.0,59.0,72.0,255.0,181.42857142857142,146.42857142857142,153.35714285714286,304.0,291.0,1.1753817677001388,28.071428571428555
2010-10-01,149,4,1,10,4,39,0,203.0,171.0,49.0,172.0,202.0,155.78571428571428,151.5,32.0,154.0,1.3245901639344262,50.5
2010-10-02,0,5,2,10,4,39,1,149.0,0.0,0.0,0.0,198.85714285714286,162.92857142857142,150.67857142857142,149.0,149.0,1.3110430892394633,48.178571428571445
2010-10-03,151,6,3,10,4,39,1,0.0,247.0,96.0,341.0,198.85714285714286,162.92857142857142,150.67857142857142,-247.0,-96.0,1.3110430892394633,48.178571428571445
2010-10-04,313,0,4,10,4,40,0,151.0,305.0,199.0,326.0,185.14285714285714,166.85714285714286,143.89285714285714,-154.0,-48.0,1.2777914715306877,41.25
2010-10-05,217,1,5,10,4,40,0,313.0,125.0,337.0,25.0,186.28571428571428,175.0,143.42857142857142,188.0,-24.0,1.2898120672601385,42.85714285714286
2010-10-06,1234,2,6,10,4,40,0,217.0,363.0,27.0,3.0,199.42857142857142,166.42857142857142,150.28571428571428,-146.0,190.0,1.3182247403210576,49.14285714285714
2010-10-07,71,3,7,10,4,40,0,1234.0,203.0,59.0,86.0,323.85714285714283,252.64285714285714,194.25,1031.0,1175.0,1.6586793488201939,129.60714285714283
2010-10-08,883,4,8,10,4,40,0,71.0,149.0,171.0,216.0,305.0,253.5,193.71428571428572,-78.0,-100.0,1.5663976522377108,111.28571428571428
2010-10-09,0,5,9,10,4,40,1,883.0,0.0,0.0,0.0,409.85714285714283,304.35714285714283,217.53571428571428,883.0,883.0,1.8754698480143814,192.32142857142856
2010-10-10,13,6,10,10,4,40,1,0.0,151.0,247.0,31.0,409.85714285714283,304.35714285714283,217.53571428571428,-151.0,-247.0,1.8754698480143814,192.32142857142856
2010-10-11,154,0,11,10,4,41,0,13.0,313.0,305.0,99.0,390.14285714285717,287.64285714285717,216.89285714285714,-300.0,-292.0,1.7905261432552042,173.25000000000003
2010-10-12,201,1,12,10,4,41,0,154.0,217.0,125.0,273.0,367.42857142857144,276.85714285714283,218.85714285714286,-63.0,29.0,1.6712150747238468,148.57142857142858
2010-10-13,441,2,13,10,4,41,0,201.0,1234.0,363.0,417.0,365.14285714285717,282.2857142857143,216.28571428571428,-1033.0,-162.0,1.6804733727810652,148.8571428571429
2010-10-14,133,3,14,10,4,41,0,441.0,71.0,203.0,72.0,251.85714285714286,287.85714285714283,217.14285714285714,370.0,238.0,1.154551407989522,34.71428571428572
2010-10-15,148,4,15,10,4,41,0,133.0,883.0,149.0,49.0,260.7142857142857,282.85714285714283,219.32142857142858,-750.0,-16.0,1.1833360350137785,41.39285714285714
2010-10-16,0,5,16,10,4,41,1,148.0,0.0,0.0,0.0,155.71428571428572,282.7857142857143,222.85714285714286,148.0,148.0,0.6955966815571155,-67.14285714285714
2010-10-17,484,6,17,10,4,41,1,0.0,13.0,151.0,96.0,155.71428571428572,282.7857142857143,222.85714285714286,-13.0,-151.0,0.6955966815571155,-67.14285714285714
2010-10-18,104,0,18,10,4,42,0,484.0,154.0,313.0,199.0,223.0,306.57142857142856,236.71428571428572,330.0,171.0,0.9381009615384615,-13.714285714285722
2010-10-19,492,1,19,10,4,42,0,104.0,201.0,217.0,337.0,215.85714285714286,291.64285714285717,233.32142857142858,-97.0,-113.0,0.9212010364273738,-17.464285714285722
2010-10-20,443,2,20,10,4,42,0,492.0,441.0,1234.0,27.0,257.42857142857144,311.2857142857143,238.85714285714286,51.0,-742.0,1.0732578916021442,18.571428571428584
2010-10-21,213,3,21,10,4,42,0,443.0,133.0,71.0,59.0,257.7142857142857,254.78571428571428,253.71428571428572,310.0,372.0,1.0117779024116658,4.0
2010-10-22,33,4,22,10,4,42,0,213.0,148.0,883.0,171.0,269.14285714285717,264.92857142857144,259.2142857142857,65.0,-670.0,1.0343123799066705,9.928571428571445
2010-10-23,0,5,23,10,4,42,1,33.0,0.0,0.0,0.0,252.71428571428572,204.21428571428572,254.28571428571428,33.0,33.0,0.9899272523782877,-1.5714285714285552
2010-10-24,73,6,24,10,4,42,1,0.0,484.0,13.0,247.0,252.71428571428572,204.21428571428572,254.28571428571428,-484.0,-13.0,0.9899272523782877,-1.5714285714285552
2010-10-25,76,0,25,10,4,43,0,73.0,104.0,154.0,305.0,194.0,208.5,248.07142857142858,-31.0,-81.0,0.7788930312589618,-54.071428571428584
2010-10-26,104,1,26,10,4,43,0,76.0,492.0,201.0,125.0,190.0,202.92857142857142,239.89285714285714,-416.0,-125.0,0.7887323943661972,-49.89285714285714
2010-10-27,195,2,27,10,4,43,0,104.0,443.0,441.0,363.0,134.57142857142858,196.0,239.14285714285714,-339.0,-337.0,0.5603807257584772,-104.57142857142856
2010-10-28,81,3,28,10,4,43,0,195.0,213.0,133.0,203.0,99.14285714285714,178.42857142857142,233.14285714285714,-18.0,62.0,0.42342892007321536,-134.0
2010-10-29,152,4,29,10,4,43,0,81.0,33.0,148.0,149.0,80.28571428571429,174.71428571428572,228.78571428571428,48.0,-67.0,0.3493938451973889,-148.5
2010-10-30,0,5,30,10,4,43,1,152.0,0.0,0.0,0.0,97.28571428571429,175.0,228.89285714285714,152.0,152.0,0.4231784993009166,-131.60714285714283
2010-10-31,5,6,31,10,4,43,1,0.0,73.0,484.0,151.0,97.28571428571429,175.0,228.89285714285714,-73.0,-484.0,0.4231784993009166,-131.60714285714283
2010-11-01,108,0,1,11,4,44,0,5.0,76.0,104.0,313.0,87.57142857142857,140.78571428571428,223.67857142857142,-71.0,-99.0,0.3897631537116516,-136.10714285714283
2010-11-02,517,1,2,11,4,44,0,108.0,104.0,492.0,217.0,92.14285714285714,141.07142857142858,216.35714285714286,4.0,-384.0,0.4239237594479132,-124.21428571428572
2010-11-03,72,2,3,11,4,44,0,517.0,195.0,443.0,1234.0,151.14285714285714,142.85714285714286,227.07142857142858,322.0,74.0,0.6626996554963983,-75.92857142857144
2010-11-04,100,3,4,11,4,44,0,72.0,81.0,213.0,71.0,133.57142857142858,116.35714285714286,185.57142857142858,-9.0,-141.0,0.7159264931087289,-52.0
2010-11-05,122,4,5,11,4,44,0,100.0,152.0,33.0,883.0,136.28571428571428,108.28571428571429,186.60714285714286,-52.0,67.0,0.7264420331239291,-50.321428571428584
2010-11-06,0,5,6,11,4,44,1,122.0,0.0,0.0,0.0,132.0,114.64285714285714,159.42857142857142,122.0,122.0,0.8227960819234195,-27.428571428571416
2010-11-07,176,6,7,11,4,44,1,0.0,5.0,73.0,13.0,132.0,114.64285714285714,159.42857142857142,-5.0,-73.0,0.8227960819234195,-27.428571428571416
2010-11-08,178,0,8,11,4,45,0,176.0,108.0,76.0,154.0,156.42857142857142,122.0,165.25,68.0,100.0,0.9409237379162191,-8.821428571428584
2010-11-09,255,1,9,11,4,45,0,178.0,517.0,104.0,201.0,166.42857142857142,129.28571428571428,166.10714285714286,-339.0,74.0,0.9959393032699294,0.3214285714285552
2010-11-10,134,2,10,11,4,45,0,255.0,72.0,195.0,441.0,129.0,140.07142857142858,168.03571428571428,183.0,60.0,0.7631523346714558,-39.03571428571428
2010-11-11,136,3,11,11,4,45,0,134.0,100.0,81.0,133.0,137.85714285714286,135.71428571428572,157.07142857142858,34.0,53.0,0.8721192950745594,-19.214285714285722
2010-11-12,110,4,12,11,4,45,0,136.0,122.0,152.0,148.0,143.0,139.64285714285714,157.17857142857142,14.0,-16.0,0.9040415443666743,-14.178571428571416
2010-11-13,0,5,13,11,4,45,1,110.0,0.0,0.0,0.0,141.28571428571428,136.64285714285714,155.82142857142858,110.0,110.0,0.9009337280801638,-14.535714285714306
2010-11-14,77,6,14,11,4,45,1,0.0,176.0,5.0,484.0,141.28571428571428,136.64285714285714,155.82142857142858,-176.0,-5.0,0.9009337280801638,-14.535714285714306
2010-11-15,28,0,15,11,4,46,0,77.0,178.0,108.0,104.0,127.14285714285714,141.78571428571428,141.28571428571428,-101.0,-31.0,0.893574297188755,-14.142857142857139
2010-11-16,995,1,16,11,4,46,0,28.0,255.0,517.0,492.0,105.71428571428571,136.07142857142858,138.57142857142858,-227.0,-489.0,0.7574206755373591,-32.857142857142875
